fu_id,session_id,feature_name,clicks,time_spent_sec
3826,S01009,Upload,15,570
3827,S01262,Profile,5,455
3828,S00010,Search,5,453
3829,S00664,Settings,10,391
3830,S00573,Notification,16,383
3831,S01554,Notification,12,575
3832,S01622,Settings,14,384
3833,S00649,Profile,11,398
3834,S00913,Upload,19,488
3835,S01766,Profile,6,413
3836,S00640,Settings,10,477
3837,S00616,Chat,3,514
3838,S00698,Profile,15,92
3839,S00909,Payment,11,328
3840,S00178,Settings,2,76
3841,S00869,Payment,6,423
3842,S01030,Settings,17,462
3843,S00853,Chat,18,207
3844,S00307,Payment,4,268
3845,S00548,Payment,9,307
3846,S00327,Search,10,289
3847,S01380,Notification,2,309
3848,S01817,Payment,11,138
3849,S00395,Notification,11,507
3850,S00300,Settings,11,447
3851,S01550,Upload,1,301
3852,S00749,Profile,14,216
3853,S00285,Search,1,303
3854,S00330,Settings,9,38
3855,S00050,Chat,1,188
3856,S00773,Upload,4,50
3857,S01992,Search,1,479
3858,S01646,Search,19,201
3859,S01733,Settings,10,353
3860,S00378,Chat,15,287
3861,S01788,Chat,4,364
3862,S01624,Notification,14,538
3863,S01000,Profile,5,95
3864,S01849,Settings,15,326
3865,S01562,Upload,15,346
3866,S00774,Profile,16,154
3867,S01168,Upload,16,324
3868,S01084,Search,4,234
3869,S00868,Payment,9,432
3870,S01804,Payment,1,63
3871,S01099,Settings,5,77
3872,S00003,Chat,9,343
3873,S01599,Chat,5,86
3874,S00748,Search,4,548
3875,S01472,Search,16,164
3876,S01982,Upload,2,81
3877,S01765,Search,16,510
3878,S01926,Settings,18,456
3879,S00275,Upload,2,568
3880,S01554,Profile,16,368
3881,S01616,Chat,1,286
3882,S00215,Chat,16,322
3883,S01707,Payment,3,114
3884,S01509,Payment,15,104
3885,S00329,Settings,11,228
3886,S00255,Chat,10,137
3887,S01411,Settings,17,209
3888,S00126,Profile,4,341
3889,S00767,Profile,17,556
3890,S01608,Notification,4,301
3891,S01574,Upload,19,75
3892,S01348,Payment,1,577
3893,S01228,Upload,14,413
3894,S01196,Payment,11,155
3895,S01759,Notification,7,539
3896,S00217,Chat,17,411
3897,S01269,Settings,4,134
3898,S01360,Upload,10,523
3899,S01727,Payment,17,341
3900,S01322,Upload,4,489
3901,S00832,Chat,19,407
3902,S00182,Settings,18,39
3903,S00334,Search,17,65
3904,S00511,Payment,6,141
3905,S00383,Search,7,240
3906,S01741,Notification,6,404
3907,S01897,Settings,12,161
3908,S01223,Profile,9,511
3909,S00332,Upload,18,515
3910,S01189,Payment,2,395
3911,S01266,Upload,17,542
3912,S00900,Notification,1,457
3913,S00642,Notification,9,589
3914,S01251,Upload,6,135
3915,S00634,Payment,2,564
3916,S01580,Settings,6,498
3917,S00451,Chat,9,455
3918,S00196,Settings,3,479
3919,S01894,Chat,16,358
3920,S01228,Profile,15,517
3921,S00458,Settings,12,466
3922,S00830,Upload,8,394
3923,S00257,Upload,6,457
3924,S01553,Payment,3,124
3925,S01296,Upload,4,461
3926,S00009,Payment,10,128
3927,S00761,Upload,14,102
3928,S00949,Notification,15,530
3929,S01225,Search,7,594
3930,S01083,Upload,7,547
3931,S00887,Search,8,442
3932,S00393,Chat,10,154
3933,S01676,Profile,19,77
3934,S01143,Settings,19,140
3935,S01577,Settings,2,290
3936,S00399,Chat,15,575
3937,S01858,Upload,1,522
3938,S00331,Settings,10,10
3939,S01291,Payment,6,441
3940,S01544,Chat,13,400
3941,S01719,Notification,10,275
3942,S00480,Search,12,408
3943,S00134,Payment,6,265
3944,S01717,Settings,6,404
3945,S00916,Payment,1,183
3946,S00935,Upload,12,54
3947,S00355,Notification,10,150
3948,S00584,Search,14,548
3949,S01522,Notification,15,59
3950,S00625,Chat,4,70
3951,S01131,Upload,1,252
3952,S00290,Payment,8,278
3953,S00825,Payment,3,149
3954,S00629,Chat,14,166
3955,S01019,Payment,17,285
3956,S00632,Profile,2,40
3957,S01171,Upload,15,17
3958,S00327,Chat,6,42
3959,S01439,Upload,5,461
3960,S00210,Search,14,458
3961,S01320,Upload,19,46
3962,S01422,Upload,9,43
3963,S01127,Search,8,464
3964,S00636,Chat,3,453
3965,S01781,Upload,18,246
3966,S01532,Notification,8,221
3967,S01915,Upload,16,149
3968,S00868,Chat,15,370
3969,S01233,Payment,15,313
3970,S01957,Settings,16,305
3971,S00428,Search,1,161
3972,S00393,Payment,10,232
3973,S00826,Chat,19,205
3974,S00916,Profile,5,308
3975,S01133,Settings,18,538
3976,S01913,Payment,3,497
3977,S00348,Upload,4,220
3978,S00050,Settings,4,241
3979,S00916,Upload,11,376
3980,S01129,Search,9,490
3981,S01444,Upload,1,591
3982,S01397,Settings,16,581
3983,S01051,Notification,9,188
3984,S00968,Notification,11,493
3985,S00800,Payment,6,598
3986,S01793,Chat,17,504
3987,S01297,Search,12,556
3988,S01017,Profile,8,25
3989,S00649,Payment,16,475
3990,S01364,Chat,5,411
3991,S00301,Search,1,303
3992,S01504,Settings,17,180
3993,S01858,Search,8,41
3994,S01568,Settings,10,272
3995,S01581,Payment,18,224
3996,S01289,Chat,15,567
3997,S01566,Chat,13,198
3998,S01620,Upload,10,592
3999,S00166,Profile,9,270
4000,S00316,Notification,13,191
